site number,site location,Cluster,site acronym,date,depth (m),T (C),DO (mg/l),pH,Secchi Disk (m),samples collected,comments
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2009,NA,21.5,NA,8.6,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2009,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2009,NA,19.6,NA,8.5,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2009,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2009,NA,21,NA,8.7,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2009,NA,20.1,NA,8.3,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2009,NA,19,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2009,NA,22.5,NA,8.4,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2009,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2009,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2009,NA,NA,NA,NA,NA,NA,NA
R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,2009,10,16.8,6.5,NA,NA,NA,NA
R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,2009,15,15.3,6.1,NA,NA,NA,NA
R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,2009,20,14,5.2,NA,NA,NA,NA
R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,2009,25,12.9,4.3,NA,NA,NA,NA
R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,2009,30,12.2,3.6,NA,NA,NA,NA
R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,2009,35,12,4.1,NA,NA,NA,NA
R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,2009,40,11.7,3.9,NA,NA,NA,NA
R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,2009,45,11.6,3.7,NA,NA,NA,NA
R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,2009,5,19.3,8.5,NA,NA,NA,NA
R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,2009,50,11.5,3.3,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,2009,0,21.8,9.6,NA,1.52,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2009,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2009,NA,NA,NA,NA,NA,NA,NA
R9-10,Saguaro Lake near inlet,salt,saguaro-10m,2009,10,16.9,4,NA,NA,NA,NA
R9-15,Saguaro Lake near inlet,salt,saguaro-15m,2009,15,16.3,3.8,NA,NA,NA,NA
R9-20,Saguaro Lake near inlet,salt,saguaro-20m,2009,20,15.9,4.5,NA,NA,NA,NA
R9-25,Saguaro Lake near inlet,salt,saguaro-25m,2009,25,15.6,4.8,NA,NA,NA,NA
R9-30,Saguaro Lake near inlet,salt,saguaro-30m,2009,30,15.3,4.5,NA,NA,NA,NA
R9-35,Saguaro Lake near inlet,salt,saguaro-35m,2009,35,NA,NA,NA,NA,NA,NA
R9-40,Saguaro Lake near inlet,salt,saguaro-40m,2009,40,NA,NA,NA,NA,NA,NA
R9-45,Saguaro Lake near inlet,salt,saguaro-45m,2009,45,NA,NA,NA,NA,NA,NA
R9-5,Saguaro Lake near inlet,salt,saguaro-5m,2009,5,18.9,6.6,NA,NA,NA,NA
R9-50,Saguaro Lake near inlet,salt,saguaro-50m,2009,50,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-0m,2009,0,21,10.5,NA,2.74,NA,NA
Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,2009,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2009,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2009,NA,19.5,NA,8.6,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2009,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2009,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2009,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2009,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP inlet,NA,Glen In,2009,NA,NA,NA,8.6,NA,NA,NA
Glen Out,Glendale WTP outlet,NA,Glen Out,2009,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2009,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2009,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2009,NA,NA,NA,NA,NA,NA,NA
Havasu 2,Havasu lake Sample,NA,Havasu 2,2009,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2009,NA,21.8,NA,8.5,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2009,NA,22.2,NA,8.7,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2009,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2009,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2009,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2009,NA,NA,NA,8.3,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2009,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2009,NA,22,NA,8.6,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2009,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2009,NA,22.3,NA,8.5,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2009,NA,22.5,NA,8.6,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2009,NA,NA,NA,8.5,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2009,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2009,NA,NA,NA,8.4,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2009,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2009,NA,20.9,NA,8.6,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,56.1,56.1,5.69,7.95,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,53,56.3,5.78,7.89,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,49.8,56.3,5.82,7.84,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,46.5,56.3,5.82,7.82,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,43.2,56.4,5.91,7.78,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,40,57.2,6.17,7.78,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,36.7,57.1,6.24,7.77,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,33.4,57.5,6.33,7.77,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,30.1,57.6,6.39,7.77,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,26.9,57.9,6.37,7.77,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,23.6,58.4,6.55,7.79,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,20.4,59.1,6.72,7.81,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,17,59.9,7.17,7.86,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,13.8,61.6,8.56,8.01,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,10.5,65.3,12.52,8.32,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,7.3,74.5,9.03,8.33,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,4.2,75.4,8.9,8.37,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,1.1,75.6,8.93,8.43,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,-0.030487805,75.9,8.9,8.45,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2009,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2009,NA,NA,NA,8.6,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2009,NA,NA,NA,8.3,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2009,NA,22.4,NA,8.6,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2009,NA,NA,NA,8,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2009,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2009,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2009,NA,NA,NA,NA,NA,NA,NA
R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,2009,10,22.3,3.6,NA,NA,NA,NA
R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,2009,15,19.4,2.6,NA,NA,NA,NA
R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,2009,20,17.2,3,NA,NA,NA,NA
R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,2009,25,15.8,3.7,NA,NA,NA,NA
R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,2009,30,15.1,3.9,NA,NA,NA,NA
R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,2009,35,14.6,4,NA,NA,NA,NA
R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,2009,40,13.9,3.5,NA,NA,NA,NA
R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,2009,45,13.3,1.9,NA,NA,NA,NA
R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,2009,5,24.5,8.5,NA,NA,NA,NA
R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,2009,50,12.9,0.4,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,2009,0,25,8.7,NA,2.74,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2009,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2009,NA,NA,NA,NA,NA,NA,NA
R9-10,Saguaro Lake near inlet,salt,saguaro-10m,2009,10,20.8,1.3,NA,NA,NA,NA
R9-15,Saguaro Lake near inlet,salt,saguaro-15m,2009,15,19.9,1,NA,NA,NA,NA
R9-20,Saguaro Lake near inlet,salt,saguaro-20m,2009,20,19.1,0.9,NA,NA,NA,NA
R9-25,Saguaro Lake near inlet,salt,saguaro-25m,2009,25,18.5,0.9,NA,NA,NA,NA
R9-30,Saguaro Lake near inlet,salt,saguaro-30m,2009,30,17.7,0.6,NA,NA,NA,NA
R9-35,Saguaro Lake near inlet,salt,saguaro-35m,2009,35,NA,NA,NA,NA,NA,NA
R9-40,Saguaro Lake near inlet,salt,saguaro-40m,2009,40,NA,NA,NA,NA,NA,NA
R9-45,Saguaro Lake near inlet,salt,saguaro-45m,2009,45,NA,NA,NA,NA,NA,NA
R9-5,Saguaro Lake near inlet,salt,saguaro-5m,2009,5,22.9,2.3,NA,NA,NA,NA
R9-50,Saguaro Lake near inlet,salt,saguaro-50m,2009,50,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-0m,2009,0,24.6,9.9,NA,0.61,NA,NA
Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,2009,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2009,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2009,NA,22,NA,8.5,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2009,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2009,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2009,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2009,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP inlet,NA,Glen In,2009,NA,27.6,NA,8.4,NA,NA,NA
Glen Out,Glendale WTP outlet,NA,Glen Out,2009,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2009,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2009,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2009,NA,NA,NA,NA,NA,NA,NA
Havasu 2,Havasu lake Sample,NA,Havasu 2,2009,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2009,NA,25.3,NA,8.6,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2009,NA,31.2,NA,8.7,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2009,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2009,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2009,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2009,NA,23.8,NA,8.2,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2009,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2009,NA,23.1,NA,8.5,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2009,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2009,NA,26.5,NA,8.7,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2009,NA,26.5,NA,8.7,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2009,NA,26.6,NA,8.7,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2009,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2009,NA,26.8,NA,8.7,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2009,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2009,NA,25.2,NA,8.6,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,53.9,56.5,4.32,7.98,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,50.8,56.7,4.49,7.89,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,47.6,56.9,4.67,7.83,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,44.3,57.4,4.92,7.79,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,41,57.2,4.87,7.77,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,37.7,57.7,5.15,7.74,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,34.4,58,5.3,7.73,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,31.2,58.3,5.36,7.74,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,28,58.6,5.37,7.72,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,24.8,58.9,5.47,7.73,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,21.6,59.6,5.83,7.75,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,18.4,60.8,6.64,7.81,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,15.1,63.1,8.03,7.94,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,11.9,71.1,11.06,8.13,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,8.6,77.3,9.44,8.24,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,5.4,81.1,7.96,8.3,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,2.4,81.6,7.85,8.4,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,-0.1,81.8,7.84,8.43,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2009,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2009,NA,26.6,NA,8.7,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2009,NA,25.4,NA,8.4,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2009,NA,26.3,NA,8.7,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2009,NA,17.2,NA,7.9,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2009,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2009,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2009,NA,NA,NA,NA,NA,NA,NA
R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,2009,10,24.2,2.4,NA,NA,NA,NA
R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,2009,15,21.9,0.3,NA,NA,NA,NA
R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,2009,20,18.6,0.3,NA,NA,NA,NA
R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,2009,25,16.6,1.4,NA,NA,NA,NA
R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,2009,30,15.9,1.6,NA,NA,NA,NA
R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,2009,35,15.4,2.1,NA,NA,NA,NA
R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,2009,40,15,2.2,NA,NA,NA,NA
R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,2009,45,14.6,1.6,NA,NA,NA,NA
R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,2009,5,27.5,8.3,NA,NA,NA,NA
R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,2009,50,14.2,0.4,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,2009,0,28.4,8.1,NA,2.74,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2009,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2009,NA,NA,NA,NA,NA,NA,NA
R9-10,Saguaro Lake near inlet,salt,saguaro-10m,2009,10,21.6,0.3,NA,NA,NA,NA
R9-15,Saguaro Lake near inlet,salt,saguaro-15m,2009,15,21,0.7,NA,NA,NA,NA
R9-20,Saguaro Lake near inlet,salt,saguaro-20m,2009,20,20.6,1.5,NA,NA,NA,NA
R9-25,Saguaro Lake near inlet,salt,saguaro-25m,2009,25,20.4,2,NA,NA,NA,NA
R9-30,Saguaro Lake near inlet,salt,saguaro-30m,2009,30,20.3,1.9,NA,NA,NA,NA
R9-35,Saguaro Lake near inlet,salt,saguaro-35m,2009,35,NA,NA,NA,NA,NA,NA
R9-40,Saguaro Lake near inlet,salt,saguaro-40m,2009,40,NA,NA,NA,NA,NA,NA
R9-45,Saguaro Lake near inlet,salt,saguaro-45m,2009,45,NA,NA,NA,NA,NA,NA
R9-5,Saguaro Lake near inlet,salt,saguaro-5m,2009,5,22.8,0.5,NA,NA,NA,NA
R9-50,Saguaro Lake near inlet,salt,saguaro-50m,2009,50,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-0m,2009,0,27.2,9.3,NA,1.83,NA,NA
Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,2009,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2009,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2009,NA,26.3,NA,8.7,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2009,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2009,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2009,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2009,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP inlet,NA,Glen In,2009,NA,27.3,NA,8.2,NA,NA,NA
Glen Out,Glendale WTP outlet,NA,Glen Out,2009,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2009,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2009,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2009,NA,NA,NA,NA,NA,NA,NA
Havasu 2,Havasu lake Sample,NA,Havasu 2,2009,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2009,NA,25.6,NA,8.2,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2009,NA,26.1,NA,8.6,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2009,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2009,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2009,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2009,NA,24.3,NA,7.8,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2009,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2009,NA,24.3,NA,8.2,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2009,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2009,NA,26.5,NA,8.6,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2009,NA,26.4,NA,8.6,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2009,NA,26.9,NA,8.5,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2009,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2009,NA,26.7,NA,8.3,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2009,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2009,NA,25.6,NA,8.3,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2009,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,49.5,57.5,2.78,7.82,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,47.3,58.1,2.87,7.73,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,44,57.7,2.97,7.67,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,40.7,58,2.99,7.62,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,37.3,58.8,3.6,7.59,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2009,34,60,4.65,7.6,NA,NA,NA
